time,AuxSystemUp,CladDamaged,CladFailureDistThreshold,CladTempBranched,DG1_time_ratio,DG1recoveryTime,DG2recoveryTime,DeltaTimeScramToAux,DownStreamSpeed,Head_PumpA,Head_PumpB,InitialMassFlowPrimary,MassFlowRateIn_SC_A,MassFlowRateIn_SC_B,PrimPGrecovery,PrimPGrecoveryThreshold,PrimPGrecoveryTime,ScramStatus,SecPGrecoveryTime,UpstreamSpeed,a_Head_PumpA,a_Head_PumpB,a_MassFlowRateIn_SC_A,a_MassFlowRateIn_SC_B,a_friction2_CL_A,a_friction2_CL_B,a_power_CH1,a_power_CH2,a_power_CH3,auxAbsolute,avg_Fluid_Vel_C_L_A,avg_Fluid_Vel_H_L-A,avg_out_temp_sec_A,avg_temp_clad_CH1,avg_temp_clad_CH2,avg_temp_clad_CH3,avg_temp_fuel_CH1,avg_temp_fuel_CH2,avg_temp_fuel_CH3,crew1DG1,crew1DG1Threshold,crew1DG2CoupledDG1,crew1DG2CoupledDG1Threshold,crewSecPG,crewSecPGThreshold,init_Power_Fraction_CH1,init_Power_Fraction_CH2,init_Power_Fraction_CH3,power_CH1,power_CH2,power_CH3,reactor:power,scram_start_time,sec_inlet_velocity
100,0,0,0,1500,0,-14039.2756861,0,200,4.5853023820451,8.9,8.9,0,2.542,2.542,0,0,0,0,-78600,4.5853023820451,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,0.001,3.3353396744442,1.6103959794953,590.30029932623,681.85700340182,676.02959562007,666.62153617446,1200.0715355387,1106.7597294015,953.92758784848,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5420000008968
100.09979848866,0,0,0,1500,0,-14039.2756861,0,200,4.5884179478395,8.9,8.9,0,2.542,2.542,0,0,0,0,-78600,4.5884179478395,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,0.001,3.3376062020442,1.611463478909,590.31070035403,681.8792487458,676.05156932311,666.64310017566,1200.0940342295,1106.7822046642,953.95003082921,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.54200000115
100.19962211549,0,0,0,1500,0,-14039.2756861,0,200,4.5876656271504,8.9,8.9,0,2.542,2.542,0,0,0,0,-78600,4.5876656271504,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,0.001,3.33704650301,1.6112162383435,590.32048229473,681.9021454002,676.07434148616,666.66570527502,1200.116582754,1106.8047253525,953.97251346922,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5419999997587
100.2994708868,0,0,0,1500,0,-14039.2756861,0,200,4.588028103199,8.9,8.9,0,2.542,2.542,0,0,0,0,-78600,4.588028103199,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,0.001,3.337313027682,1.6113487392224,590.33062550254,681.92508977339,676.09715118619,666.68833751404,1200.1391728261,1106.8272839973,953.99502965126,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5420000016288
100.39934480894,0,0,0,1500,0,-14039.2756861,0,200,4.5860248520928,8.9,8.9,0,2.542,2.542,0,0,0,0,-78600,4.5860248520928,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,0.001,3.3358620748719,1.6106578248347,590.34068361427,681.94632980914,676.11851410155,666.70991488178,1200.1617166168,1106.8498050379,954.01752230283,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5420000007305
100.49924388824,0,0,0,1500,0,-14039.2756861,0,200,4.5867354182058,8.9,8.9,0,2.542,2.542,0,0,0,0,-78600,4.5867354182058,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,0.001,3.3363773229704,1.6109090702101,590.35077242623,681.96825113311,676.14046712331,666.73195025392,1200.1842469304,1106.872316122,954.04001137992,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5420000006441
100.59916813103,0,0,0,1500,0,-14039.2756861,0,200,4.5864224574367,8.9,8.9,0,2.542,2.542,0,0,0,0,-78600,4.5864224574367,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,0.001,3.3361567963094,1.6107947297692,590.36108024593,681.98955112545,676.16183403153,666.75344589339,1200.2067391141,1106.8947930885,954.06247300177,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5420000011126
100.69911754366,0,0,0,1500,0,-14039.2756861,0,200,4.5882724582514,8.9,8.9,0,2.542,2.542,0,0,0,0,-78600,4.5882724582514,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,0.001,3.337500177439,1.6114330796241,590.37138342317,682.01185978707,676.18399660585,666.77542296707,1200.2292432118,1106.9172755518,954.084931282,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5420000007244
100.79909213246,0,0,0,1500,0,-14039.2756861,0,200,4.5876931302795,8.9,8.9,0,2.542,2.542,0,0,0,0,-78600,4.5876931302795,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,0.001,3.3370795277689,1.6112337329085,590.38165192114,682.03373954905,676.20582204198,666.79720263917,1200.2517391622,1106.9397481776,954.10737799835,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.5420000006482
100.8,0,0,0,1500,0,-14039.2756861,0,200,4.5876908608101,8.9,8.9,0,2.542,2.542,0,0,0,0,-78600,4.5876908608101,8.9,8.9,2.542,2.542,0.001,0.001,0.333672612,0.369921461,0.296405926,0.001,3.3370742126883,1.611233201745,590.38174350166,682.03393899756,676.20602098699,666.79740116475,1200.2519434465,1106.9399522499,954.10758183521,0,0,0,0,0,0,0.333672612,0.369921461,0.296405926,0.333672612,0.369921461,0.296405926,2771999790,101,2.541999337251
