X1,X2,Y1,Y2,ProbabilityWeight,ProbabilityWeight-X2,prefix,PointProbability,ProbabilityWeight-X1
0.0343197323733,1017.17021264,38.4090094759,3560.11976806,1e-06,0.001,1,0.000982779715149,0.001
-0.152826860649,1038.85966479,-155.265661224,3635.90184795,1e-06,0.001,2,0.000744831064985,0.001
-0.0860959619892,1898.46074491,-159.949804132,6644.55234002,1e-06,0.001,3,0.000909096834921,0.001
0.0208627558254,43.7062424416,4.4118326641,152.986452475,1e-06,0.001,4,0.000991944708862,0.001
0.280978048724,1979.13665963,559.593956781,6927.17499334,1e-06,0.001,5,0.000371760471344,0.001
-0.0878912724883,1735.97165556,-149.076757811,6075.83927057,1e-06,0.001,6,0.000905554174413,0.001
0.182301602857,1444.43112449,266.822109211,5055.63654683,1e-06,0.001,7,0.000658315711457,0.001
-0.0851245759664,1607.75718451,-133.359648588,5627.09055858,1e-06,0.001,8,0.000910988827361,0.001
0.210034632891,1930.58196624,408.989074544,6757.18390607,1e-06,0.001,9,0.000574601187551,0.001
-0.15014686309,1841.98356345,-273.068053915,6446.83736926,1e-06,0.001,10,0.000752429304542,0.001
0.154803793638,1633.06829696,256.305167639,5715.84740202,1e-06,0.001,11,0.000739190278896,0.001
-0.081836684849,1936.47199968,-154.974448757,6777.5947132,1e-06,0.001,12,0.000917261420183,0.001
-0.0845812245409,1483.02443028,-121.936022337,5190.52629912,1e-06,0.001,13,0.000912039459966,0.001
0.255662037915,911.929062222,236.645642482,3191.9306812,1e-06,0.001,14,0.000440570104629,0.001
0.16620065187,1102.22259601,186.690113963,3857.8954265,1e-06,0.001,15,0.000706147996595,0.001
0.305317083509,1321.36474036,406.935228777,4624.99031321,1e-06,0.001,17,0.000311026006984,0.001
0.109280843612,636.180694249,73.0223629574,2226.70892646,1e-06,0.001,18,0.000859051837243,0.001
-0.0351805813586,1959.57494269,-65.4389856995,6858.48767301,1e-06,0.001,16,0.000982045002449,0.001
-0.102103386892,392.49809707,-36.5753850595,1373.67186737,1e-06,0.001,20,0.000875499237478,0.001
-0.159995526565,1831.336527,-289.505651955,6409.56584764,1e-06,0.001,21,0.000724242256213,0.001
-0.227386151098,1581.23820983,-356.051670504,5534.17456411,1e-06,0.001,19,0.000522592645228,0.001
0.179347616645,1350.32627612,245.677799316,4726.26750975,1e-06,0.001,22,0.000667165710107,0.001
