time,x,y
0.0,2.046956586031944,2.0655694695518996
0.1,2.0579275112061666,2.0748486688496035
0.2,2.068898436380389,2.084127868147308
0.30000000000000004,2.0798693615546116,2.093407067445012
0.4,2.090840286728834,2.102686266742716
0.5,2.1018112119030565,2.11196546604042
0.6000000000000001,2.1127821370772786,2.1212446653381245
0.7000000000000001,2.123753062251501,2.1305238646358284
0.8,2.1347239874257236,2.139803063933533
0.9,2.145694912599946,2.1490822632312367
1.0,2.1566658377741685,2.158361462528941
1.1,2.167636762948391,2.167640661826645
1.2000000000000002,2.1786076881226135,2.1769198611243494
1.3,2.189578613296836,2.1861990604220534
1.4000000000000001,2.2005495384710585,2.1954782597197577
1.5,2.211520463645281,2.2047574590174617
1.6,2.2224913888195035,2.2140366583151656
1.7000000000000002,2.2334623139937255,2.22331585761287
1.8,2.244433239167948,2.232595056910574
1.9000000000000001,2.2554041643421705,2.2418742562082783
2.0,2.266375089516393,2.2511534555059822
2.1,2.2773460146906155,2.2604326548036866
2.2,2.288316939864838,2.2697118541013905
2.3000000000000003,2.2992878650390605,2.278991053399095
2.4000000000000004,2.310258790213283,2.288270252696799
2.5,2.3212297153875054,2.2975494519945032
2.6,2.332200640561728,2.306828651292207
2.7,2.3431715657359504,2.3161078505899115
2.8000000000000003,2.3541424909101725,2.3253870498876155
2.9000000000000004,2.3651134160843954,2.33466624918532
3.0,2.3760843412586174,2.3439454484830238
3.1,2.38705526643284,2.3532246477807277
3.2,2.3980261916070624,2.362503847078432
3.3000000000000003,2.408997116781285,2.371783046376136
3.4000000000000004,2.4199680419555074,2.3810622456738404
3.5,2.43093896712973,2.3903414449715443
3.6,2.4419098923039524,2.3996206442692487
3.7,2.452880817478175,2.4088998435669526
3.8000000000000003,2.4638517426523974,2.418179042864657
3.9000000000000004,2.4748226678266194,2.427458242162361
4.0,2.485793593000842,2.4367374414600653
4.1000000000000005,2.4967645181750644,2.4460166407577693
4.2,2.507735443349287,2.4552958400554736
4.3,2.5187063685235094,2.4645750393531776
4.4,2.529677293697732,2.4738542386508815
4.5,2.5406482188719544,2.483133437948586
4.6000000000000005,2.551619144046177,2.4924126372462903
4.7,2.5625900692203993,2.501691836543994
4.800000000000001,2.573560994394622,2.510971035841698
4.9,2.5845319195688443,2.5202502351394025
5.0,2.5955028447430664,2.5295294344371064
5.1000000000000005,2.6064737699172893,2.538808633734811
5.2,2.6174446950915113,2.5480878330325147
5.300000000000001,2.628415620265734,2.557367032330219
5.4,2.6393865454399563,2.566646231627923
5.5,2.650357470614179,2.5759254309256274
5.6000000000000005,2.6613283957884013,2.5852046302233314
5.7,2.672299320962624,2.5944838295210353
5.800000000000001,2.6832702461368463,2.6037630288187397
5.9,2.6942411713110688,2.613042228116444
6.0,2.7052120964852913,2.622321427414148
6.1000000000000005,2.7161830216595133,2.631600626711852
6.2,2.7271539468337362,2.6408798260095563
6.300000000000001,2.7381248720079583,2.6501590253072607
6.4,2.749095797182181,2.6594382246049646
6.5,2.7600667223564033,2.6687174239026685
6.6000000000000005,2.7710376475306258,2.677996623200373
6.7,2.7820085727048482,2.687275822498077
6.800000000000001,2.7929794978790707,2.696555021795781
6.9,2.8039504230532932,2.705834221093485
7.0,2.8149213482275157,2.715113420391189
7.1000000000000005,2.825892273401738,2.7243926196888935
7.2,2.8368631985759603,2.733671818986598
7.300000000000001,2.847834123750183,2.7429510182843018
7.4,2.8588050489244052,2.7522302175820057
7.5,2.8697759740986277,2.76150941687971
7.6000000000000005,2.88074689927285,2.7707886161774145
7.7,2.8917178244470727,2.7800678154751184
7.800000000000001,2.902688749621295,2.7893470147728223
7.9,2.9136596747955177,2.7986262140705267
8.0,2.92463059996974,2.8079054133682306
8.1,2.935601525143962,2.817184612665935
8.200000000000001,2.946572450318185,2.826463811963639
8.3,2.9575433754924076,2.8357430112613433
8.4,2.96851430066663,2.8450222105590472
8.5,2.979485225840852,2.8543014098567516
8.6,2.9904561510150747,2.8635806091544556
8.700000000000001,3.001427076189297,2.87285980845216
8.8,3.0123980013635197,2.882139007749864
8.9,3.023368926537742,2.8914182070475682
9.0,3.0343398517119646,2.900697406345272
9.1,3.045310776886187,2.909976605642976
9.200000000000001,3.0562817020604096,2.9192558049406805
9.3,3.067252627234632,2.928535004238385
9.4,3.078223552408854,2.937814203536089
9.5,3.089194477583077,2.9470934028337927
9.600000000000001,3.100165402757299,2.956372602131497
9.700000000000001,3.111136327931522,2.9656518014292015
9.8,3.122107253105744,2.9749310007269054
9.9,3.1330781782799666,2.9842102000246093
