time,x,y
0.0,1.9296054048608988,2.2095341290580293
0.1,1.9392940601629336,2.2209906564986333
0.2,1.9489827154649684,2.2324471839392377
0.30000000000000004,1.958671370767003,2.2439037113798417
0.4,1.9683600260690377,2.255360238820446
0.5,1.9780486813710725,2.26681676626105
0.6000000000000001,1.9877373366731073,2.2782732937016545
0.7000000000000001,1.9974259919751418,2.2897298211422585
0.8,2.007114647277177,2.3011863485828625
0.9,2.0168033025792114,2.312642876023467
1.0,2.026491957881246,2.324099403464071
1.1,2.036180613183281,2.3355559309046754
1.2000000000000002,2.0458692684853155,2.3470124583452794
1.3,2.05555792378735,2.358468985785884
1.4000000000000001,2.065246579089385,2.369925513226488
1.5,2.0749352343914196,2.3813820406670922
1.6,2.0846238896934546,2.3928385681076962
1.7000000000000002,2.094312544995489,2.4042950955483002
1.8,2.1040012002975237,2.4157516229889047
1.9000000000000001,2.1136898555995587,2.4272081504295087
2.0,2.1233785109015932,2.438664677870113
2.1,2.1330671662036282,2.450121205310717
2.2,2.142755821505663,2.4615777327513215
2.3000000000000003,2.1524444768076973,2.4730342601919255
2.4000000000000004,2.1621331321097323,2.48449078763253
2.5,2.171821787411767,2.495947315073134
2.6,2.1815104427138015,2.507403842513738
2.7,2.1911990980158365,2.5188603699543424
2.8000000000000003,2.200887753317871,2.5303168973949464
2.9000000000000004,2.210576408619906,2.541773424835551
3.0,2.2202650639219406,2.553229952276155
3.1,2.229953719223975,2.564686479716759
3.2,2.23964237452601,2.576143007157363
3.3000000000000003,2.2493310298280447,2.587599534597967
3.4000000000000004,2.2590196851300792,2.5990560620385716
3.5,2.2687083404321142,2.6105125894791756
3.6,2.2783969957341488,2.62196911691978
3.7,2.2880856510361838,2.633425644360384
3.8000000000000003,2.2977743063382183,2.6448821718009885
3.9000000000000004,2.307462961640253,2.6563386992415925
4.0,2.317151616942288,2.6677952266821965
4.1000000000000005,2.3268402722443224,2.679251754122801
4.2,2.3365289275463574,2.690708281563405
4.3,2.346217582848392,2.7021648090040093
4.4,2.3559062381504265,2.7136213364446133
4.5,2.3655948934524615,2.7250778638852173
4.6000000000000005,2.375283548754496,2.7365343913258218
4.7,2.384972204056531,2.747990918766426
4.800000000000001,2.3946608593585657,2.75944744620703
4.9,2.4043495146606,2.770903973647634
5.0,2.4140381699626348,2.7823605010882386
5.1000000000000005,2.4237268252646698,2.7938170285288426
5.2,2.4334154805667043,2.805273555969447
5.300000000000001,2.4431041358687393,2.816730083410051
5.4,2.452792791170774,2.828186610850655
5.5,2.4624814464728084,2.8396431382912595
5.6000000000000005,2.4721701017748434,2.851099665731864
5.7,2.481858757076878,2.862556193172468
5.800000000000001,2.491547412378913,2.874012720613072
5.9,2.5012360676809475,2.8854692480536763
6.0,2.510924722982982,2.8969257754942803
6.1000000000000005,2.520613378285017,2.9083823029348848
6.2,2.5303020335870516,2.9198388303754887
6.300000000000001,2.5399906888890866,2.9312953578160927
6.4,2.549679344191121,2.942751885256697
6.5,2.5593679994931557,2.954208412697301
6.6000000000000005,2.5690566547951907,2.9656649401379056
6.7,2.5787453100972253,2.9771214675785096
6.800000000000001,2.5884339653992603,2.988577995019114
6.9,2.598122620701295,3.000034522459718
7.0,2.6078112760033294,3.0114910499003225
7.1000000000000005,2.6174999313053644,3.0229475773409265
7.2,2.627188586607399,3.0344041047815304
7.300000000000001,2.636877241909434,3.045860632222135
7.4,2.6465658972114685,3.057317159662739
7.5,2.656254552513503,3.0687736871033433
7.6000000000000005,2.6659432078155376,3.0802302145439473
7.7,2.6756318631175726,3.0916867419845513
7.800000000000001,2.6853205184196076,3.1031432694251557
7.9,2.695009173721642,3.11459979686576
8.0,2.7046978290236767,3.126056324306364
8.1,2.7143864843257113,3.137512851746968
8.200000000000001,2.7240751396277463,3.1489693791875726
8.3,2.733763794929781,3.1604259066281766
8.4,2.743452450231816,3.171882434068781
8.5,2.7531411055338504,3.183338961509385
8.6,2.762829760835885,3.194795488949989
8.700000000000001,2.77251841613792,3.2062520163905934
8.8,2.7822070714399545,3.217708543831198
8.9,2.7918957267419895,3.229165071271802
9.0,2.801584382044024,3.240621598712406
9.1,2.8112730373460586,3.25207812615301
9.200000000000001,2.8209616926480936,3.2635346535936143
9.3,2.830650347950128,3.2749911810342187
9.4,2.840339003252163,3.2864477084748227
9.5,2.8500276585541977,3.2979042359154267
9.600000000000001,2.8597163138562323,3.309360763356031
9.700000000000001,2.8694049691582673,3.3208172907966356
9.8,2.879093624460302,3.3322738182372396
9.9,2.8887822797623364,3.3437303456778436
