time,x,y
0.0,4.044943846782052,1.1139821249715431
0.1,4.050988301814826,1.1335937106555154
0.2,4.057032756847599,1.1532052963394879
0.30000000000000004,4.0630772118803735,1.1728168820234601
0.4,4.069121666913147,1.1924284677074326
0.5,4.07516612194592,1.2120400533914049
0.6000000000000001,4.081210576978694,1.2316516390753773
0.7000000000000001,4.087255032011468,1.2512632247593496
0.8,4.093299487044241,1.270874810443322
0.9,4.099343942077015,1.2904863961272943
1.0,4.105388397109788,1.3100979818112668
1.1,4.1114328521425625,1.329709567495239
1.2000000000000002,4.117477307175336,1.3493211531792115
1.3,4.123521762208109,1.3689327388631838
1.4000000000000001,4.129566217240883,1.3885443245471563
1.5,4.135610672273657,1.4081559102311285
1.6,4.14165512730643,1.4277674959151008
1.7000000000000002,4.147699582339204,1.4473790815990732
1.8,4.153744037371977,1.4669906672830455
1.9000000000000001,4.1597884924047515,1.486602252967018
2.0,4.165832947437525,1.5062138386509902
2.1,4.171877402470298,1.5258254243349627
2.2,4.177921857503072,1.545437010018935
2.3000000000000003,4.183966312535846,1.5650485957029074
2.4000000000000004,4.190010767568619,1.5846601813868797
2.5,4.196055222601393,1.604271767070852
2.6,4.202099677634166,1.6238833527548244
2.7,4.20814413266694,1.643494938438797
2.8000000000000003,4.214188587699714,1.6631065241227692
2.9000000000000004,4.220233042732487,1.6827181098067414
3.0,4.226277497765261,1.702329695490714
3.1,4.232321952798035,1.7219412811746864
3.2,4.238366407830808,1.7415528668586586
3.3000000000000003,4.244410862863582,1.7611644525426309
3.4000000000000004,4.250455317896355,1.7807760382266034
3.5,4.256499772929129,1.8003876239105756
3.6,4.262544227961903,1.819999209594548
3.7,4.268588682994676,1.8396107952785203
3.8000000000000003,4.27463313802745,1.8592223809624928
3.9000000000000004,4.280677593060224,1.8788339666464653
4.0,4.286722048092997,1.8984455523304375
4.1000000000000005,4.292766503125771,1.9180571380144098
4.2,4.298810958158544,1.937668723698382
4.3,4.304855413191318,1.9572803093823543
4.4,4.310899868224092,1.976891895066327
4.5,4.316944323256865,1.9965034807502993
4.6000000000000005,4.322988778289639,2.0161150664342715
4.7,4.329033233322413,2.035726652118244
4.800000000000001,4.335077688355186,2.0553382378022165
4.9,4.34112214338796,2.0749498234861887
5.0,4.347166598420733,2.094561409170161
5.1000000000000005,4.353211053453507,2.1141729948541332
5.2,4.359255508486281,2.133784580538106
5.300000000000001,4.365299963519054,2.153396166222078
5.4,4.3713444185518275,2.1730077519060504
5.5,4.377388873584602,2.1926193375900227
5.6000000000000005,4.383433328617375,2.212230923273995
5.7,4.389477783650149,2.2318425089579677
5.800000000000001,4.395522238682922,2.25145409464194
5.9,4.401566693715696,2.271065680325912
6.0,4.40761114874847,2.290677266009885
6.1000000000000005,4.413655603781243,2.310288851693857
6.2,4.4197000588140165,2.3299004373778294
6.300000000000001,4.425744513846791,2.349512023061802
6.4,4.431788968879564,2.369123608745774
6.5,4.437833423912338,2.3887351944297466
6.6000000000000005,4.443877878945111,2.408346780113719
6.7,4.449922333977885,2.427958365797691
6.800000000000001,4.455966789010659,2.447569951481664
6.9,4.462011244043432,2.4671815371656356
7.0,4.4680556990762055,2.4867931228496083
7.1000000000000005,4.47410015410898,2.5064047085335805
7.2,4.480144609141753,2.526016294217553
7.300000000000001,4.486189064174527,2.5456278799015255
7.4,4.4922335192073,2.5652394655854978
7.5,4.498277974240073,2.58485105126947
7.6000000000000005,4.504322429272848,2.6044626369534427
7.7,4.510366884305621,2.6240742226374145
7.800000000000001,4.5164113393383944,2.643685808321387
7.9,4.522455794371169,2.6632973940053595
8.0,4.528500249403942,2.6829089796893317
8.1,4.5345447044367155,2.702520565373304
8.200000000000001,4.540589159469489,2.7221321510572767
8.3,4.546633614502262,2.741743736741249
8.4,4.552678069535037,2.761355322425221
8.5,4.55872252456781,2.7809669081091934
8.6,4.564766979600583,2.8005784937931657
8.700000000000001,4.570811434633358,2.8201900794771384
8.8,4.576855889666131,2.8398016651611107
8.9,4.5829003446989045,2.859413250845083
9.0,4.588944799731678,2.879024836529055
9.1,4.594989254764451,2.898636422213028
9.200000000000001,4.601033709797226,2.918248007897
9.3,4.607078164829999,2.9378595935809724
9.4,4.613122619862772,2.957471179264945
9.5,4.619167074895547,2.977082764948917
9.600000000000001,4.62521152992832,2.9966943506328896
9.700000000000001,4.6312559849610935,3.0163059363168623
9.8,4.637300439993867,3.035917522000834
9.9,4.64334489502664,3.055529107684807
