time,x,y
0.0,2.1517283872422297,1.8825453578350213
0.1,2.1613541174763973,1.8918710554913052
0.2,2.1709798477105644,1.901196753147589
0.30000000000000004,2.180605577944732,1.910522450803873
0.4,2.1902313081788995,1.9198481484601566
0.5,2.1998570384130667,1.9291738461164405
0.6000000000000001,2.2094827686472343,1.9384995437727244
0.7000000000000001,2.219108498881402,1.9478252414290083
0.8,2.228734229115569,1.9571509390852921
0.9,2.2383599593497365,1.966476636741576
1.0,2.247985689583904,1.97580233439786
1.1,2.2576114198180712,1.9851280320541438
1.2000000000000002,2.267237150052239,1.9944537297104277
1.3,2.2768628802864064,2.0037794273667116
1.4000000000000001,2.2864886105205735,2.0131051250229954
1.5,2.296114340754741,2.0224308226792793
1.6,2.3057400709889087,2.0317565203355628
1.7000000000000002,2.315365801223076,2.0410822179918466
1.8,2.3249915314572434,2.0504079156481305
1.9000000000000001,2.334617261691411,2.0597336133044144
2.0,2.344242991925578,2.0690593109606983
2.1,2.3538687221597456,2.078385008616982
2.2,2.363494452393913,2.087710706273266
2.3000000000000003,2.3731201826280803,2.09703640392955
2.4000000000000004,2.382745912862248,2.106362101585834
2.5,2.3923716430964155,2.1156877992421177
2.6,2.4019973733305826,2.1250134968984016
2.7,2.41162310356475,2.1343391945546855
2.8000000000000003,2.4212488337989178,2.1436648922109693
2.9000000000000004,2.430874564033085,2.1529905898672532
3.0,2.4405002942672525,2.162316287523537
3.1,2.4501260245014196,2.1716419851798205
3.2,2.459751754735587,2.1809676828361044
3.3000000000000003,2.4693774849697547,2.1902933804923883
3.4000000000000004,2.4790032152039223,2.199619078148672
3.5,2.4886289454380894,2.208944775804956
3.6,2.498254675672257,2.21827047346124
3.7,2.507880405906424,2.227596171117524
3.8000000000000003,2.5175061361405917,2.2369218687738077
3.9000000000000004,2.5271318663747593,2.2462475664300916
4.0,2.5367575966089264,2.2555732640863755
4.1000000000000005,2.546383326843094,2.2648989617426594
4.2,2.5560090570772616,2.2742246593989432
4.3,2.5656347873114287,2.283550357055227
4.4,2.5752605175455963,2.292876054711511
4.5,2.584886247779764,2.302201752367795
4.6000000000000005,2.5945119780139314,2.311527450024079
4.7,2.6041377082480985,2.3208531476803627
4.800000000000001,2.613763438482266,2.330178845336646
4.9,2.6233891687164332,2.33950454299293
5.0,2.633014898950601,2.348830240649214
5.1000000000000005,2.6426406291847684,2.3581559383054977
5.2,2.6522663594189355,2.3674816359617816
5.300000000000001,2.661892089653103,2.3768073336180655
5.4,2.6715178198872707,2.3861330312743494
5.5,2.681143550121438,2.3954587289306333
5.6000000000000005,2.6907692803556054,2.404784426586917
5.7,2.700395010589773,2.414110124243201
5.800000000000001,2.71002074082394,2.423435821899485
5.9,2.7196464710581076,2.432761519555769
6.0,2.729272201292275,2.4420872172120527
6.1000000000000005,2.7388979315264423,2.451412914868336
6.2,2.74852366176061,2.4607386125246205
6.300000000000001,2.7581493919947775,2.470064310180904
6.4,2.7677751222289446,2.4793900078371878
6.5,2.777400852463112,2.4887157054934717
6.6000000000000005,2.7870265826972798,2.4980414031497555
6.7,2.796652312931447,2.5073671008060394
6.800000000000001,2.8062780431656145,2.5166927984623233
6.9,2.815903773399782,2.526018496118607
7.0,2.825529503633949,2.535344193774891
7.1000000000000005,2.8351552338681167,2.544669891431175
7.2,2.8447809641022843,2.553995589087459
7.300000000000001,2.8544066943364514,2.5633212867437427
7.4,2.864032424570619,2.5726469844000266
7.5,2.8736581548047866,2.5819726820563105
7.6000000000000005,2.8832838850389537,2.591298379712594
7.7,2.8929096152731213,2.6006240773688782
7.800000000000001,2.902535345507289,2.6099497750251617
7.9,2.912161075741456,2.619275472681446
8.0,2.9217868059756236,2.6286011703377294
8.1,2.931412536209791,2.6379268679940133
8.200000000000001,2.9410382664439583,2.647252565650297
8.3,2.950663996678126,2.656578263306581
8.4,2.9602897269122934,2.665903960962865
8.5,2.9699154571464605,2.675229658619149
8.6,2.979541187380628,2.6845553562754327
8.700000000000001,2.9891669176147957,2.6938810539317166
8.8,2.998792647848963,2.7032067515880005
8.9,3.0084183780831304,2.7125324492442844
9.0,3.018044108317298,2.7218581469005683
9.1,3.027669838551465,2.7311838445568517
9.200000000000001,3.0372955687856327,2.740509542213136
9.3,3.0469212990198002,2.7498352398694195
9.4,3.0565470292539674,2.759160937525704
9.5,3.066172759488135,2.7684866351819872
9.600000000000001,3.0757984897223025,2.7778123328382716
9.700000000000001,3.0854242199564696,2.787138030494555
9.8,3.0950499501906372,2.796463728150839
9.9,3.104675680424805,2.8057894258071228
