X1,X2,Y1,Y2,ProbabilityWeight,ProbabilityWeight-X2,prefix,PointProbability,ProbabilityWeight-X1
0.068719516753,449.329926271,34.377735396,1572.70284561,1.0,1.0,1,0.000940186632877,1.0
0.0312525925948,1708.73564196,56.9024188703,5980.59662366,1.0,1.0,2,0.000985253525311,1.0
0.248131584336,1914.49304016,478.546191255,6700.89933268,1.0,1.0,3,0.000461966330926,1.0
0.0724091573543,1042.68885475,79.000221355,3649.46167803,1.0,1.0,4,0.000934086900476,1.0
-0.0432328136956,0.437389128012,3.48109043732,1.50059897846,1.0,1.0,5,0.000974324683495,1.0
-0.466839475368,1132.9389883,-525.400642924,3964.95967143,1.0,1.0,6,6.54227039836e-05,1.0
0.132698872381,1030.18838471,140.20483699,3605.75223568,1.0,1.0,7,0.000800307210289,1.0
0.102893827128,1541.79204897,162.140884554,5396.34419706,1.0,1.0,8,0.000873727729832,1.0
-0.0376382401938,1064.57096596,-36.5685777202,3725.97203409,1.0,1.0,9,0.000979850576317,1.0
0.110012979249,1412.63292902,158.907957107,4944.29226067,1.0,1.0,10,0.000857329526117,1.0
-0.0192208303015,377.643961547,-3.75863049927,1321.74041083,1.0,1.0,11,0.000992761096004,1.0
0.301287822592,1910.3450421,579.063698134,6686.41854884,1.0,1.0,12,0.000320675160737,1.0
0.386116481641,1146.32588046,446.115315778,4012.41086316,1.0,1.0,13,0.000154707128112,1.0
0.280404531935,472.565480618,136.009502401,1654.17546534,1.0,1.0,14,0.000373259646927,1.0
0.199429644851,1037.46503849,210.40128417,3631.26723545,1.0,1.0,15,0.000606652270022,1.0
0.0127612309398,866.427837607,14.5566857284,3032.50636449,1.0,1.0,16,0.000995328106688,1.0
-0.0411505839795,282.66031907,-8.13163719756,989.282311336,1.0,1.0,17,0.000976466964211,1.0
-0.0283425733362,1577.95293293,-41.2232467228,5522.81542547,1.0,1.0,18,0.000987391663258,1.0
0.0910313452221,1073.38694927,101.211857936,3756.91804439,1.0,1.0,19,0.000899216859397,1.0
0.0420453755476,1445.21531869,64.2646208214,5058.28304717,1.0,1.0,20,0.000975558747189,1.0
-0.274914332011,858.360303766,-232.475549534,3004.06862315,1.0,1.0,21,0.000387759160541,1.0
0.269936716041,1887.67236934,513.052080342,6607.0422484,1.0,1.0,22,0.000401129840881,1.0
-0.104102755753,1351.19409472,-137.163028818,4729.10645958,1.0,1.0,23,0.000870998934906,1.0
0.025830257154,273.423545592,10.5626004946,957.000490752,1.0,1.0,24,0.000989072884097,1.0
